"label","n","parent","id"
"Austria",81,"total  -  Romance","total  -  Romance  -  Austria"
"Austria",27,"total  -  Sci Fi","total  -  Sci Fi  -  Austria"
"Austria",4,"total  -  Short","total  -  Short  -  Austria"
"Austria",17,"total  -  Sport","total  -  Sport  -  Austria"
"Austria",64,"total  -  Thriller","total  -  Thriller  -  Austria"
"Austria",4,"total  -  War","total  -  War  -  Austria"
"Austria",6,"total  -  Western","total  -  Western  -  Austria"
"Bahamas",183,"total  -  Action","total  -  Action  -  Bahamas"
"Bahamas",101,"total  -  Adventure","total  -  Adventure  -  Bahamas"
"Bahamas",77,"total  -  Animation","total  -  Animation  -  Bahamas"
"Bahamas",8,"total  -  Biography","total  -  Biography  -  Bahamas"
"Bahamas",181,"total  -  Comedy","total  -  Comedy  -  Bahamas"
"Bahamas",144,"total  -  Crime","total  -  Crime  -  Bahamas"
"Bahamas",17,"total  -  Documentary","total  -  Documentary  -  Bahamas"
"Bahamas",312,"total  -  Drama","total  -  Drama  -  Bahamas"
"Bahamas",42,"total  -  Family","total  -  Family  -  Bahamas"
"Bahamas",33,"total  -  Fantasy","total  -  Fantasy  -  Bahamas"
"Bahamas",5,"total  -  Game Show","total  -  Game Show  -  Bahamas"
"Bahamas",4,"total  -  History","total  -  History  -  Bahamas"
"Bahamas",37,"total  -  Horror","total  -  Horror  -  Bahamas"
"Bahamas",5,"total  -  Music","total  -  Music  -  Bahamas"
"Bahamas",1,"total  -  Musical","total  -  Musical  -  Bahamas"
"Bahamas",41,"total  -  Mystery","total  -  Mystery  -  Bahamas"
"Bahamas",10,"total  -  Reality TV","total  -  Reality TV  -  Bahamas"
"Bahamas",74,"total  -  Romance","total  -  Romance  -  Bahamas"
"Bahamas",21,"total  -  Sci Fi","total  -  Sci Fi  -  Bahamas"
"Bahamas",2,"total  -  Short","total  -  Short  -  Bahamas"
"Bahamas",8,"total  -  Sport","total  -  Sport  -  Bahamas"
"Bahamas",89,"total  -  Thriller","total  -  Thriller  -  Bahamas"
"Bahamas",2,"total  -  War","total  -  War  -  Bahamas"
"Bahamas",4,"total  -  Western","total  -  Western  -  Bahamas"
"Bahrain",210,"total  -  Action","total  -  Action  -  Bahrain"
"Bahrain",112,"total  -  Adventure","total  -  Adventure  -  Bahrain"
"Bahrain",34,"total  -  Animation","total  -  Animation  -  Bahrain"
"Bahrain",14,"total  -  Biography","total  -  Biography  -  Bahrain"
"Bahrain",166,"total  -  Comedy","total  -  Comedy  -  Bahrain"
"Bahrain",134,"total  -  Crime","total  -  Crime  -  Bahrain"
"Bahrain",24,"total  -  Documentary","total  -  Documentary  -  Bahrain"
"Bahrain",346,"total  -  Drama","total  -  Drama  -  Bahrain"
"Bahrain",17,"total  -  Family","total  -  Family  -  Bahrain"
"Bahrain",38,"total  -  Fantasy","total  -  Fantasy  -  Bahrain"
"Bahrain",11,"total  -  Game Show","total  -  Game Show  -  Bahrain"
"Bahrain",7,"total  -  History","total  -  History  -  Bahrain"
"Bahrain",34,"total  -  Horror","total  -  Horror  -  Bahrain"
"Bahrain",1,"total  -  Music","total  -  Music  -  Bahrain"
"Bahrain",1,"total  -  Musical","total  -  Musical  -  Bahrain"
"Bahrain",49,"total  -  Mystery","total  -  Mystery  -  Bahrain"
"Bahrain",14,"total  -  Reality TV","total  -  Reality TV  -  Bahrain"
"Bahrain",93,"total  -  Romance","total  -  Romance  -  Bahrain"
"Bahrain",21,"total  -  Sci Fi","total  -  Sci Fi  -  Bahrain"
"Bahrain",4,"total  -  Short","total  -  Short  -  Bahrain"
"Bahrain",8,"total  -  Sport","total  -  Sport  -  Bahrain"
"Bahrain",69,"total  -  Thriller","total  -  Thriller  -  Bahrain"
"Bahrain",5,"total  -  War","total  -  War  -  Bahrain"
"Bahrain",7,"total  -  Western","total  -  Western  -  Bahrain"
"Bangladesh",240,"total  -  Action","total  -  Action  -  Bangladesh"
"Bangladesh",88,"total  -  Adventure","total  -  Adventure  -  Bangladesh"
"Bangladesh",36,"total  -  Animation","total  -  Animation  -  Bangladesh"
"Bangladesh",3,"total  -  Biography","total  -  Biography  -  Bangladesh"
"Bangladesh",190,"total  -  Comedy","total  -  Comedy  -  Bangladesh"
"Bangladesh",172,"total  -  Crime","total  -  Crime  -  Bangladesh"
"Bangladesh",18,"total  -  Documentary","total  -  Documentary  -  Bangladesh"
"Bangladesh",373,"total  -  Drama","total  -  Drama  -  Bangladesh"
"Bangladesh",11,"total  -  Family","total  -  Family  -  Bangladesh"
"Bangladesh",26,"total  -  Fantasy","total  -  Fantasy  -  Bangladesh"
"Bangladesh",4,"total  -  Game Show","total  -  Game Show  -  Bangladesh"
"Bangladesh",3,"total  -  History","total  -  History  -  Bangladesh"
"Bangladesh",31,"total  -  Horror","total  -  Horror  -  Bangladesh"
"Bangladesh",2,"total  -  Music","total  -  Music  -  Bangladesh"
"Bangladesh",5,"total  -  Musical","total  -  Musical  -  Bangladesh"
"Bangladesh",93,"total  -  Mystery","total  -  Mystery  -  Bangladesh"
"Bangladesh",2,"total  -  Reality TV","total  -  Reality TV  -  Bangladesh"
"Bangladesh",90,"total  -  Romance","total  -  Romance  -  Bangladesh"
"Bangladesh",40,"total  -  Sci Fi","total  -  Sci Fi  -  Bangladesh"
"Bangladesh",7,"total  -  Short","total  -  Short  -  Bangladesh"
"Bangladesh",1,"total  -  Sport","total  -  Sport  -  Bangladesh"
"Bangladesh",70,"total  -  Thriller","total  -  Thriller  -  Bangladesh"
"Bangladesh",2,"total  -  War","total  -  War  -  Bangladesh"
"Bangladesh",3,"total  -  Western","total  -  Western  -  Bangladesh"
"Belgium",202,"total  -  Action","total  -  Action  -  Belgium"
"Belgium",138,"total  -  Adventure","total  -  Adventure  -  Belgium"
"Belgium",52,"total  -  Animation","total  -  Animation  -  Belgium"
"Belgium",12,"total  -  Biography","total  -  Biography  -  Belgium"
"Belgium",185,"total  -  Comedy","total  -  Comedy  -  Belgium"
"Belgium",136,"total  -  Crime","total  -  Crime  -  Belgium"
"Belgium",34,"total  -  Documentary","total  -  Documentary  -  Belgium"
"Belgium",329,"total  -  Drama","total  -  Drama  -  Belgium"
"Belgium",14,"total  -  Family","total  -  Family  -  Belgium"
"Belgium",50,"total  -  Fantasy","total  -  Fantasy  -  Belgium"
"Belgium",5,"total  -  Game Show","total  -  Game Show  -  Belgium"
"Belgium",3,"total  -  History","total  -  History  -  Belgium"
"Belgium",32,"total  -  Horror","total  -  Horror  -  Belgium"
"Belgium",8,"total  -  Music","total  -  Music  -  Belgium"
"Belgium",48,"total  -  Mystery","total  -  Mystery  -  Belgium"
"Belgium",9,"total  -  Reality TV","total  -  Reality TV  -  Belgium"
"Belgium",80,"total  -  Romance","total  -  Romance  -  Belgium"
"Belgium",30,"total  -  Sci Fi","total  -  Sci Fi  -  Belgium"
"Belgium",4,"total  -  Short","total  -  Short  -  Belgium"
"Belgium",11,"total  -  Sport","total  -  Sport  -  Belgium"
"Belgium",55,"total  -  Thriller","total  -  Thriller  -  Belgium"
"Belgium",4,"total  -  War","total  -  War  -  Belgium"
"Belgium",6,"total  -  Western","total  -  Western  -  Belgium"
"Bolivia",162,"total  -  Action","total  -  Action  -  Bolivia"
"Bolivia",1,"total  -  Adult","total  -  Adult  -  Bolivia"
"Bolivia",136,"total  -  Adventure","total  -  Adventure  -  Bolivia"
"Bolivia",94,"total  -  Animation","total  -  Animation  -  Bolivia"
"Bolivia",1,"total  -  Biography","total  -  Biography  -  Bolivia"
"Bolivia",218,"total  -  Comedy","total  -  Comedy  -  Bolivia"
"Bolivia",87,"total  -  Crime","total  -  Crime  -  Bolivia"
"Bolivia",15,"total  -  Documentary","total  -  Documentary  -  Bolivia"
"Bolivia",282,"total  -  Drama","total  -  Drama  -  Bolivia"
"Bolivia",14,"total  -  Family","total  -  Family  -  Bolivia"
"Bolivia",22,"total  -  Fantasy","total  -  Fantasy  -  Bolivia"
"Bolivia",30,"total  -  Horror","total  -  Horror  -  Bolivia"
"Bolivia",20,"total  -  Music","total  -  Music  -  Bolivia"
"Bolivia",44,"total  -  Mystery","total  -  Mystery  -  Bolivia"
"Bolivia",3,"total  -  Reality TV","total  -  Reality TV  -  Bolivia"
"Bolivia",107,"total  -  Romance","total  -  Romance  -  Bolivia"
"Bolivia",20,"total  -  Sci Fi","total  -  Sci Fi  -  Bolivia"
"Bolivia",5,"total  -  Sport","total  -  Sport  -  Bolivia"
"Bolivia",52,"total  -  Thriller","total  -  Thriller  -  Bolivia"
"Bolivia",2,"total  -  War","total  -  War  -  Bolivia"
"Bolivia",3,"total  -  Western","total  -  Western  -  Bolivia"
"Brazil",163,"total  -  Action","total  -  Action  -  Brazil"
"Brazil",1,"total  -  Adult","total  -  Adult  -  Brazil"
"Brazil",157,"total  -  Adventure","total  -  Adventure  -  Brazil"
"Brazil",67,"total  -  Animation","total  -  Animation  -  Brazil"
"Brazil",6,"total  -  Biography","total  -  Biography  -  Brazil"
"Brazil",206,"total  -  Comedy","total  -  Comedy  -  Brazil"
"Brazil",115,"total  -  Crime","total  -  Crime  -  Brazil"
"Brazil",23,"total  -  Documentary","total  -  Documentary  -  Brazil"
"Brazil",310,"total  -  Drama","total  -  Drama  -  Brazil"
"Brazil",104,"total  -  Family","total  -  Family  -  Brazil"
"Brazil",25,"total  -  Fantasy","total  -  Fantasy  -  Brazil"
"Brazil",4,"total  -  Game Show","total  -  Game Show  -  Brazil"
"Brazil",4,"total  -  History","total  -  History  -  Brazil"
"Brazil",32,"total  -  Horror","total  -  Horror  -  Brazil"
"Brazil",42,"total  -  Music","total  -  Music  -  Brazil"
"Brazil",23,"total  -  Musical","total  -  Musical  -  Brazil"
"Brazil",42,"total  -  Mystery","total  -  Mystery  -  Brazil"
"Brazil",11,"total  -  Reality TV","total  -  Reality TV  -  Brazil"
"Brazil",118,"total  -  Romance","total  -  Romance  -  Brazil"
"Brazil",20,"total  -  Sci Fi","total  -  Sci Fi  -  Brazil"
"Brazil",2,"total  -  Short","total  -  Short  -  Brazil"
"Brazil",6,"total  -  Sport","total  -  Sport  -  Brazil"
"Brazil",59,"total  -  Thriller","total  -  Thriller  -  Brazil"
"Brazil",2,"total  -  War","total  -  War  -  Brazil"
"Brazil",4,"total  -  Western","total  -  Western  -  Brazil"
"Bulgaria",219,"total  -  Action","total  -  Action  -  Bulgaria"
"Bulgaria",127,"total  -  Adventure","total  -  Adventure  -  Bulgaria"
"Bulgaria",48,"total  -  Animation","total  -  Animation  -  Bulgaria"
"Bulgaria",9,"total  -  Biography","total  -  Biography  -  Bulgaria"
"Bulgaria",193,"total  -  Comedy","total  -  Comedy  -  Bulgaria"
"Bulgaria",128,"total  -  Crime","total  -  Crime  -  Bulgaria"
"Bulgaria",36,"total  -  Documentary","total  -  Documentary  -  Bulgaria"
"Bulgaria",325,"total  -  Drama","total  -  Drama  -  Bulgaria"
"Bulgaria",20,"total  -  Family","total  -  Family  -  Bulgaria"
"Bulgaria",38,"total  -  Fantasy","total  -  Fantasy  -  Bulgaria"
"Bulgaria",10,"total  -  Game Show","total  -  Game Show  -  Bulgaria"
"Bulgaria",7,"total  -  History","total  -  History  -  Bulgaria"
"Bulgaria",31,"total  -  Horror","total  -  Horror  -  Bulgaria"
"Bulgaria",2,"total  -  Music","total  -  Music  -  Bulgaria"
"Bulgaria",3,"total  -  Musical","total  -  Musical  -  Bulgaria"
"Bulgaria",45,"total  -  Mystery","total  -  Mystery  -  Bulgaria"
"Bulgaria",14,"total  -  Reality TV","total  -  Reality TV  -  Bulgaria"
"Bulgaria",95,"total  -  Romance","total  -  Romance  -  Bulgaria"
"Bulgaria",38,"total  -  Sci Fi","total  -  Sci Fi  -  Bulgaria"
"Bulgaria",4,"total  -  Short","total  -  Short  -  Bulgaria"
"Bulgaria",10,"total  -  Sport","total  -  Sport  -  Bulgaria"
"Bulgaria",54,"total  -  Thriller","total  -  Thriller  -  Bulgaria"
"Bulgaria",3,"total  -  War","total  -  War  -  Bulgaria"
"Bulgaria",7,"total  -  Western","total  -  Western  -  Bulgaria"
"Canada",183,"total  -  Action","total  -  Action  -  Canada"
"Canada",98,"total  -  Adventure","total  -  Adventure  -  Canada"
"Canada",49,"total  -  Animation","total  -  Animation  -  Canada"
"Canada",16,"total  -  Biography","total  -  Biography  -  Canada"
"Canada",168,"total  -  Comedy","total  -  Comedy  -  Canada"
"Canada",155,"total  -  Crime","total  -  Crime  -  Canada"
"Canada",39,"total  -  Documentary","total  -  Documentary  -  Canada"
"Canada",296,"total  -  Drama","total  -  Drama  -  Canada"
"Canada",11,"total  -  Family","total  -  Family  -  Canada"
"Canada",28,"total  -  Fantasy","total  -  Fantasy  -  Canada"
"Canada",11,"total  -  Game Show","total  -  Game Show  -  Canada"
"Canada",7,"total  -  History","total  -  History  -  Canada"
"Canada",37,"total  -  Horror","total  -  Horror  -  Canada"
"Canada",3,"total  -  Musical","total  -  Musical  -  Canada"
"Canada",55,"total  -  Mystery","total  -  Mystery  -  Canada"
"Canada",26,"total  -  Reality TV","total  -  Reality TV  -  Canada"
"Canada",77,"total  -  Romance","total  -  Romance  -  Canada"
"Canada",33,"total  -  Sci Fi","total  -  Sci Fi  -  Canada"
"Canada",4,"total  -  Short","total  -  Short  -  Canada"
"Canada",9,"total  -  Sport","total  -  Sport  -  Canada"
"Canada",70,"total  -  Thriller","total  -  Thriller  -  Canada"
"Canada",5,"total  -  War","total  -  War  -  Canada"
"Canada",5,"total  -  Western","total  -  Western  -  Canada"
"Chile",131,"total  -  Action","total  -  Action  -  Chile"
"Chile",115,"total  -  Adventure","total  -  Adventure  -  Chile"
"Chile",71,"total  -  Animation","total  -  Animation  -  Chile"
"Chile",4,"total  -  Biography","total  -  Biography  -  Chile"
"Chile",199,"total  -  Comedy","total  -  Comedy  -  Chile"
"Chile",100,"total  -  Crime","total  -  Crime  -  Chile"
"Chile",20,"total  -  Documentary","total  -  Documentary  -  Chile"
"Chile",343,"total  -  Drama","total  -  Drama  -  Chile"
"Chile",16,"total  -  Family","total  -  Family  -  Chile"
"Chile",21,"total  -  Fantasy","total  -  Fantasy  -  Chile"
"Chile",5,"total  -  History","total  -  History  -  Chile"
"Chile",30,"total  -  Horror","total  -  Horror  -  Chile"
"Chile",36,"total  -  Music","total  -  Music  -  Chile"
"Chile",43,"total  -  Mystery","total  -  Mystery  -  Chile"
"Chile",2,"total  -  Reality TV","total  -  Reality TV  -  Chile"
"Chile",123,"total  -  Romance","total  -  Romance  -  Chile"
"Chile",17,"total  -  Sci Fi","total  -  Sci Fi  -  Chile"
"Chile",2,"total  -  Short","total  -  Short  -  Chile"
"Chile",7,"total  -  Sport","total  -  Sport  -  Chile"
"Chile",56,"total  -  Thriller","total  -  Thriller  -  Chile"
"Chile",3,"total  -  War","total  -  War  -  Chile"
"Chile",3,"total  -  Western","total  -  Western  -  Chile"
"Colombia",145,"total  -  Action","total  -  Action  -  Colombia"
"Colombia",105,"total  -  Adventure","total  -  Adventure  -  Colombia"
"Colombia",58,"total  -  Animation","total  -  Animation  -  Colombia"
"Colombia",5,"total  -  Biography","total  -  Biography  -  Colombia"
"Colombia",197,"total  -  Comedy","total  -  Comedy  -  Colombia"
"Colombia",108,"total  -  Crime","total  -  Crime  -  Colombia"
"Colombia",40,"total  -  Documentary","total  -  Documentary  -  Colombia"
"Colombia",302,"total  -  Drama","total  -  Drama  -  Colombia"
"Colombia",18,"total  -  Family","total  -  Family  -  Colombia"
"Colombia",25,"total  -  Fantasy","total  -  Fantasy  -  Colombia"
"Colombia",4,"total  -  History","total  -  History  -  Colombia"
"Colombia",30,"total  -  Horror","total  -  Horror  -  Colombia"
"Colombia",18,"total  -  Music","total  -  Music  -  Colombia"
"Colombia",4,"total  -  Musical","total  -  Musical  -  Colombia"
"Colombia",45,"total  -  Mystery","total  -  Mystery  -  Colombia"
"Colombia",3,"total  -  Reality TV","total  -  Reality TV  -  Colombia"
"Colombia",109,"total  -  Romance","total  -  Romance  -  Colombia"
"Colombia",15,"total  -  Sci Fi","total  -  Sci Fi  -  Colombia"
"Colombia",2,"total  -  Short","total  -  Short  -  Colombia"
"Colombia",6,"total  -  Sport","total  -  Sport  -  Colombia"
"Colombia",72,"total  -  Thriller","total  -  Thriller  -  Colombia"
"Colombia",2,"total  -  War","total  -  War  -  Colombia"
"Colombia",4,"total  -  Western","total  -  Western  -  Colombia"
"Costa Rica",126,"total  -  Action","total  -  Action  -  Costa Rica"
"Costa Rica",95,"total  -  Adventure","total  -  Adventure  -  Costa Rica"
"Costa Rica",57,"total  -  Animation","total  -  Animation  -  Costa Rica"
"Costa Rica",6,"total  -  Biography","total  -  Biography  -  Costa Rica"
"Costa Rica",204,"total  -  Comedy","total  -  Comedy  -  Costa Rica"
"Costa Rica",98,"total  -  Crime","total  -  Crime  -  Costa Rica"
"Costa Rica",24,"total  -  Documentary","total  -  Documentary  -  Costa Rica"
"Costa Rica",334,"total  -  Drama","total  -  Drama  -  Costa Rica"
"Costa Rica",19,"total  -  Family","total  -  Family  -  Costa Rica"
"Costa Rica",18,"total  -  Fantasy","total  -  Fantasy  -  Costa Rica"
"Costa Rica",1,"total  -  Game Show","total  -  Game Show  -  Costa Rica"
"Costa Rica",4,"total  -  History","total  -  History  -  Costa Rica"
"Costa Rica",33,"total  -  Horror","total  -  Horror  -  Costa Rica"
"Costa Rica",33,"total  -  Music","total  -  Music  -  Costa Rica"
"Costa Rica",41,"total  -  Mystery","total  -  Mystery  -  Costa Rica"
"Costa Rica",4,"total  -  Reality TV","total  -  Reality TV  -  Costa Rica"
"Costa Rica",131,"total  -  Romance","total  -  Romance  -  Costa Rica"
"Costa Rica",15,"total  -  Sci Fi","total  -  Sci Fi  -  Costa Rica"
"Costa Rica",2,"total  -  Short","total  -  Short  -  Costa Rica"
"Costa Rica",8,"total  -  Sport","total  -  Sport  -  Costa Rica"
"Costa Rica",68,"total  -  Thriller","total  -  Thriller  -  Costa Rica"
"Costa Rica",2,"total  -  War","total  -  War  -  Costa Rica"
"Costa Rica",4,"total  -  Western","total  -  Western  -  Costa Rica"
"Croatia",176,"total  -  Action","total  -  Action  -  Croatia"
"Croatia",115,"total  -  Adventure","total  -  Adventure  -  Croatia"
"Croatia",49,"total  -  Animation","total  -  Animation  -  Croatia"
"Croatia",8,"total  -  Biography","total  -  Biography  -  Croatia"
"Croatia",206,"total  -  Comedy","total  -  Comedy  -  Croatia"
"Croatia",142,"total  -  Crime","total  -  Crime  -  Croatia"
"Croatia",43,"total  -  Documentary","total  -  Documentary  -  Croatia"
"Croatia",309,"total  -  Drama","total  -  Drama  -  Croatia"
"Croatia",21,"total  -  Family","total  -  Family  -  Croatia"
"Croatia",25,"total  -  Fantasy","total  -  Fantasy  -  Croatia"
"Croatia",10,"total  -  Game Show","total  -  Game Show  -  Croatia"
"Croatia",2,"total  -  History","total  -  History  -  Croatia"
"Croatia",24,"total  -  Horror","total  -  Horror  -  Croatia"
"Croatia",3,"total  -  Music","total  -  Music  -  Croatia"
"Croatia",46,"total  -  Mystery","total  -  Mystery  -  Croatia"
"Croatia",14,"total  -  Reality TV","total  -  Reality TV  -  Croatia"
"Croatia",89,"total  -  Romance","total  -  Romance  -  Croatia"
"Croatia",15,"total  -  Sci Fi","total  -  Sci Fi  -  Croatia"
"Croatia",4,"total  -  Short","total  -  Short  -  Croatia"
"Croatia",14,"total  -  Sport","total  -  Sport  -  Croatia"
"Croatia",1,"total  -  Talk Show","total  -  Talk Show  -  Croatia"
"Croatia",59,"total  -  Thriller","total  -  Thriller  -  Croatia"
"Croatia",4,"total  -  War","total  -  War  -  Croatia"
"Croatia",10,"total  -  Western","total  -  Western  -  Croatia"
"Cyprus",203,"total  -  Action","total  -  Action  -  Cyprus"
"Cyprus",133,"total  -  Adventure","total  -  Adventure  -  Cyprus"
"Cyprus",46,"total  -  Animation","total  -  Animation  -  Cyprus"
"Cyprus",5,"total  -  Biography","total  -  Biography  -  Cyprus"
"Cyprus",192,"total  -  Comedy","total  -  Comedy  -  Cyprus"
"Cyprus",129,"total  -  Crime","total  -  Crime  -  Cyprus"
"Cyprus",30,"total  -  Documentary","total  -  Documentary  -  Cyprus"
"Cyprus",356,"total  -  Drama","total  -  Drama  -  Cyprus"
"Cyprus",27,"total  -  Family","total  -  Family  -  Cyprus"
"Cyprus",28,"total  -  Fantasy","total  -  Fantasy  -  Cyprus"
"Cyprus",8,"total  -  Game Show","total  -  Game Show  -  Cyprus"
"Cyprus",6,"total  -  History","total  -  History  -  Cyprus"
"Cyprus",22,"total  -  Horror","total  -  Horror  -  Cyprus"
"Cyprus",2,"total  -  Music","total  -  Music  -  Cyprus"
"Cyprus",3,"total  -  Musical","total  -  Musical  -  Cyprus"
"Cyprus",49,"total  -  Mystery","total  -  Mystery  -  Cyprus"
"Cyprus",12,"total  -  Reality TV","total  -  Reality TV  -  Cyprus"
"Cyprus",87,"total  -  Romance","total  -  Romance  -  Cyprus"
"Cyprus",47,"total  -  Sci Fi","total  -  Sci Fi  -  Cyprus"
"Cyprus",7,"total  -  Short","total  -  Short  -  Cyprus"
"Cyprus",10,"total  -  Sport","total  -  Sport  -  Cyprus"
"Cyprus",51,"total  -  Thriller","total  -  Thriller  -  Cyprus"
"Cyprus",5,"total  -  War","total  -  War  -  Cyprus"
"Cyprus",5,"total  -  Western","total  -  Western  -  Cyprus"
"Czech Republic",201,"total  -  Action","total  -  Action  -  Czech Republic"
"Czech Republic",5,"total  -  Adult","total  -  Adult  -  Czech Republic"
"Czech Republic",151,"total  -  Adventure","total  -  Adventure  -  Czech Republic"
"Czech Republic",79,"total  -  Animation","total  -  Animation  -  Czech Republic"
"Czech Republic",14,"total  -  Biography","total  -  Biography  -  Czech Republic"
"Czech Republic",188,"total  -  Comedy","total  -  Comedy  -  Czech Republic"
"Czech Republic",140,"total  -  Crime","total  -  Crime  -  Czech Republic"
"Czech Republic",43,"total  -  Documentary","total  -  Documentary  -  Czech Republic"
"Czech Republic",302,"total  -  Drama","total  -  Drama  -  Czech Republic"
"Czech Republic",20,"total  -  Family","total  -  Family  -  Czech Republic"
"Czech Republic",46,"total  -  Fantasy","total  -  Fantasy  -  Czech Republic"
"Czech Republic",12,"total  -  Game Show","total  -  Game Show  -  Czech Republic"
"Czech Republic",7,"total  -  History","total  -  History  -  Czech Republic"
"Czech Republic",33,"total  -  Horror","total  -  Horror  -  Czech Republic"
"Czech Republic",2,"total  -  Music","total  -  Music  -  Czech Republic"
"Czech Republic",50,"total  -  Mystery","total  -  Mystery  -  Czech Republic"
